court	year	agenda	value_1	value_2	value_3	value_4	value_5
Okresný súd Košice II	2011	Po	50	37	27	37	27
Okresný súd Košice II	2011	Pp	441	457	NULL	457	55
Okresný súd Košice II	2011	PPOm	73	73	NULL	73	0
Okresný súd Košice II	2011	Ps	143	140	170	140	70
Okresný súd Košice II	2011	Pu	580	583	3	583	0
Okresný súd Košice II	2011	S	20	50	NULL	110	20
Okresný súd Košice II	2011	T	394	470	10	418	294
Okresný súd Košice II	2011	Tp	450	457	NULL	457	160
Okresný súd Košice okolie	2011	C	621	709	845	637	661
Okresný súd Košice okolie	2011	Cb	600	874	974	961	696
Okresný súd Košice okolie	2011	Cbcud	43	48	NULL	48	9
Okresný súd Košice okolie	2011	Ccud	58	56	NULL	56	30
Okresný súd Košice okolie	2011	Cd	16	19	NULL	19	7
Okresný súd Košice okolie	2011	D	5363	5170	3	5170	3077
Okresný súd Košice okolie	2011	Dcud	30	30	NULL	30	0
Okresný súd Košice okolie	2011	Dd	4665	4560	NULL	4560	250
Okresný súd Košice okolie	2011	E	140	150	NULL	120	100
Okresný súd Košice okolie	2011	Ecud	0	10	NULL	10	0
Okresný súd Košice okolie	2011	Ed	10	10	NULL	10	0
Okresný súd Košice okolie	2011	Er	20620	20006	2	20006	1570
Okresný súd Košice okolie	2011	Nt	25	24	NULL	24	31
Okresný súd Košice okolie	2011	P	1422	1013	1095	1008	1057
Okresný súd Košice okolie	2011	Pcud	67	67	NULL	67	13
Okresný súd Košice okolie	2011	Pd	47	50	NULL	50	10
Okresný súd Košice okolie	2011	Po	147	143	NULL	143	3
Okresný súd Košice okolie	2011	PPOm	25	28	NULL	28	0
Okresný súd Košice okolie	2011	Ps	105	100	112	100	40
Okresný súd Košice okolie	2011	Ro	8410	7058	NULL	6642	3262
Okresný súd Košice okolie	2011	Rob	913	840	NULL	811	242
Okresný súd Košice okolie	2011	S	80	60	NULL	40	80
Okresný súd Košice okolie	2011	T	814	1121	20	946	524
Okresný súd Košice okolie	2011	Tcud	9	5	NULL	5	5
Okresný súd Košice okolie	2011	Td	6	12	NULL	12	5
Okresný súd Košice okolie	2011	Tp	699	699	NULL	699	0
Okresný súd Košice okolie	2011	U	435	459	NULL	459	2206
Okresný súd Košice okolie	2011	Zm	9	9	NULL	9	0
Okresný súd Michalovce	2011	C	218	234	394	222	160
Okresný súd Michalovce	2011	Cb	242	273	364	269	203
Okresný súd Michalovce	2011	Cbcud	300	280	NULL	280	100
Okresný súd Michalovce	2011	Cbd	40	40	NULL	40	0
Okresný súd Michalovce	2011	Ccud	3800	3720	NULL	3720	680
Okresný súd Michalovce	2011	Cd	380	460	NULL	460	0
Okresný súd Michalovce	2011	Cpr	80	20	NULL	20	60
Okresný súd Michalovce	2011	D	1685	1633	NULL	1671	882
Okresný súd Michalovce	2011	Dcud	40	40	NULL	40	0
Okresný súd Michalovce	2011	Dd	120	120	NULL	120	0
Okresný súd Michalovce	2011	E	160	100	NULL	100	260
Okresný súd Michalovce	2011	Ecud	60	20	NULL	20	40
Okresný súd Michalovce	2011	Er	52765	54975	NULL	54975	1735
Okresný súd Michalovce	2011	Nt	280	288	32	288	68
Okresný súd Michalovce	2011	P	358	327	438	304	168
Okresný súd Michalovce	2011	Pcud	180	260	NULL	260	0
Okresný súd Michalovce	2011	Pd	280	280	20	280	20
Okresný súd Michalovce	2011	Po	200	280	20	280	20
Okresný súd Michalovce	2011	Pp	20	20	20	0	20
Okresný súd Michalovce	2011	PPOm	330	295	NULL	295	45
Okresný súd Michalovce	2011	Ps	155	145	150	145	95
Okresný súd Michalovce	2011	Pu	213	203	NULL	217	10
Okresný súd Michalovce	2011	Ro	31060	31810	10	33070	9960
Okresný súd Michalovce	2011	Rob	7640	8590	NULL	8690	1920
Okresný súd Michalovce	2011	S	30	30	NULL	60	0
Okresný súd Michalovce	2011	T	426	468	86	426	141
Okresný súd Michalovce	2011	Tcud	100	120	NULL	120	0
Okresný súd Michalovce	2011	Td	60	100	NULL	100	0
Okresný súd Michalovce	2011	Tp	1034	1032	NULL	1032	2
Okresný súd Michalovce	2011	U	180	1100	NULL	1100	7160
Okresný súd Rožňava	2011	C	2240	2294	3718	2200	1172
Okresný súd Rožňava	2011	Cb	320	334	584	320	178
Okresný súd Rožňava	2011	Ccud	569	613	9	613	63
Okresný súd Rožňava	2011	Cpr	35	15	5	13	23
Okresný súd Rožňava	2011	D	1481	1555	NULL	1579	722
Okresný súd Rožňava	2011	Ecud	3	3	NULL	3	0
Okresný súd Rožňava	2011	Er	13762	14238	NULL	14238	996
Okresný súd Rožňava	2011	Ercud	5	5	NULL	5	0
Okresný súd Rožňava	2011	Nt	97	92	7	92	15
Okresný súd Rožňava	2011	P	3187	2952	3830	2930	765
Okresný súd Rožňava	2011	Pcud	43	39	4	39	4
Okresný súd Rožňava	2011	PPOm	85	89	NULL	89	4
Okresný súd Rožňava	2011	Ps	126	115	115	115	56
Okresný súd Rožňava	2011	Pu	41	44	4	44	4
Okresný súd Rožňava	2011	Ro	18860	18800	NULL	19440	3610
Okresný súd Rožňava	2011	Rob	4990	4970	NULL	5160	1300
Okresný súd Rožňava	2011	S	3	3	3	3	0
Okresný súd Rožňava	2011	T	707	709	157	705	90
Okresný súd Rožňava	2011	Tcud	7	11	NULL	11	0
Okresný súd Rožňava	2011	Td	8	8	NULL	8	0
Okresný súd Rožňava	2011	Tp	559	559	NULL	559	0
Okresný súd Rožňava	2011	U	46	139	NULL	139	71
Okresný súd Spišská Nová Ves	2011	C	4058	4218	6547	4211	2436
Okresný súd Spišská Nová Ves	2011	Cb	1627	1982	4664	1991	1991
Okresný súd Spišská Nová Ves	2011	Cbcud	9	0	NULL	0	9
Okresný súd Spišská Nová Ves	2011	Cbd	36	27	NULL	27	9
Okresný súd Spišská Nová Ves	2011	Ccud	536	516	16	516	100
Okresný súd Spišská Nová Ves	2011	Cd	167	158	2	158	24
Okresný súd Spišská Nová Ves	2011	Cpr	18	7	7	4	13
Okresný súd Spišská Nová Ves	2011	D	3188	3232	2	3195	1188
Okresný súd Spišská Nová Ves	2011	Dcud	16	14	NULL	14	2
Okresný súd Spišská Nová Ves	2011	Dd	311	341	NULL	341	41
Okresný súd Spišská Nová Ves	2011	E	8	8	NULL	6	45
Okresný súd Spišská Nová Ves	2011	Ecud	3	3	NULL	3	2
Okresný súd Spišská Nová Ves	2011	Ed	2	2	NULL	2	0
Okresný súd Spišská Nová Ves	2011	Er	9431	10009	NULL	10009	379
Okresný súd Spišská Nová Ves	2011	Ercud	1	1	NULL	1	0
Okresný súd Spišská Nová Ves	2011	Erd	2	3	NULL	3	1
Okresný súd Spišská Nová Ves	2011	Nt	131	134	NULL	134	49
Okresný súd Spišská Nová Ves	2011	P	7500	6605	8242	6337	3421
Okresný súd Spišská Nová Ves	2011	Pcud	89	95	16	95	11
Okresný súd Spišská Nová Ves	2011	Pd	132	137	5	137	21
Okresný súd Spišská Nová Ves	2011	Po	563	526	NULL	526	89
Okresný súd Spišská Nová Ves	2011	Pp	76	75	NULL	75	13
Okresný súd Spišská Nová Ves	2011	Ps	363	342	353	342	242
Okresný súd Spišská Nová Ves	2011	Pu	79	79	11	74	11
Okresný súd Spišská Nová Ves	2011	Ro	7114	6977	NULL	7023	1505
Okresný súd Spišská Nová Ves	2011	Rob	3791	3705	NULL	3855	764
Okresný súd Spišská Nová Ves	2011	S	50	50	NULL	50	0
Okresný súd Spišská Nová Ves	2011	T	1617	1553	224	1537	492
Okresný súd Spišská Nová Ves	2011	Tcud	10	10	NULL	10	0
Okresný súd Spišská Nová Ves	2011	Td	13	13	NULL	13	0
Okresný súd Spišská Nová Ves	2011	Tp	1500	1501	NULL	1501	4
Okresný súd Spišská Nová Ves	2011	U	25	314	NULL	314	1275
Okresný súd Spišská Nová Ves	2011	Ul	5	440	NULL	440	5
Okresný súd Trebišov	2011	C	341	364	471	385	201
Okresný súd Trebišov	2011	Cb	207	239	421	259	210
Okresný súd Trebišov	2011	Cbcud	60	60	NULL	60	0
Okresný súd Trebišov	2011	Cbd	100	120	NULL	120	0
Okresný súd Trebišov	2011	Ccud	5120	5400	NULL	5400	620
Okresný súd Trebišov	2011	Cd	40	60	NULL	60	0
Okresný súd Trebišov	2011	Cpr	15	10	5	5	10
Okresný súd Trebišov	2011	D	2635	2702	NULL	2710	1271
Okresný súd Trebišov	2011	Dcud	40	20	NULL	20	20
Okresný súd Trebišov	2011	Dd	1940	1900	NULL	1900	160
Okresný súd Trebišov	2011	E	20	30	NULL	40	20
Okresný súd Trebišov	2011	Ecud	80	80	NULL	80	0
Okresný súd Trebišov	2011	Ed	20	40	NULL	40	0
Okresný súd Trebišov	2011	Er	58425	57140	NULL	57140	1795
Okresný súd Trebišov	2011	Nt	100	109	NULL	109	20
Okresný súd Trebišov	2011	P	407	360	385	326	204
Okresný súd Trebišov	2011	Pcud	220	240	NULL	240	40
Okresný súd Trebišov	2011	Pd	280	340	NULL	340	0
Okresný súd Trebišov	2011	Po	500	560	NULL	560	0
Okresný súd Trebišov	2011	PPOm	125	125	NULL	125	0
Okresný súd Trebišov	2011	Ps	83	83	63	83	37
Okresný súd Trebišov	2011	Pu	100	100	NULL	90	10
Okresný súd Trebišov	2011	Ro	37090	36040	NULL	37290	9970
Okresný súd Trebišov	2011	Rob	5340	5260	NULL	5740	1250
Okresný súd Trebišov	2011	S	60	60	NULL	60	10
Okresný súd Trebišov	2011	T	364	362	3	345	122
Okresný súd Trebišov	2011	Tcud	60	60	NULL	60	0
Okresný súd Trebišov	2011	Td	20	30	NULL	30	0
Okresný súd Trebišov	2011	Tp	540	540	NULL	540	0
Okresný súd Trebišov	2011	U	170	360	NULL	360	1320
Krajský súd Prešov	2011	Cb	0	NULL	59	24	88
Krajský súd Prešov	2011	Co	595	NULL	101	586	194
Krajský súd Prešov	2011	Cob	1153	NULL	490	1049	351
Krajský súd Prešov	2011	CoD	22	NULL	0	24	3
Krajský súd Prešov	2011	CoE	483	NULL	1	478	89
Krajský súd Prešov	2011	CoKR	118	NULL	65	106	65
Krajský súd Prešov	2011	CoP	526	NULL	88	477	78
Krajský súd Prešov	2011	CoPom	5	NULL	NULL	5	0
Krajský súd Prešov	2011	CoPr	31	NULL	NULL	5	26
Krajský súd Prešov	2011	CoZm	31	NULL	20	29	12
Krajský súd Prešov	2011	Ncb	218	NULL	6	224	12
Krajský súd Prešov	2011	NcC	84	NULL	NULL	78	5
Krajský súd Prešov	2011	NcCb	12	NULL	59	24	0
Krajský súd Prešov	2011	NcS	1	NULL	NULL	0	0
Krajský súd Prešov	2011	Ntc	87	NULL	NULL	78	13
Krajský súd Prešov	2011	Nto	44	NULL	NULL	45	1
Krajský súd Prešov	2011	Ntok	2	NULL	NULL	1	1
Krajský súd Prešov	2011	Ntt	1845	NULL	NULL	1845	0
Krajský súd Prešov	2011	S	359	NULL	185	308	472
Krajský súd Prešov	2011	Scud	14	NULL	24	23	19
Krajský súd Prešov	2011	Sd	659	NULL	548	798	234
Krajský súd Prešov	2011	Sn	1	NULL	NULL	1	0
Krajský súd Prešov	2011	So	6	NULL	NULL	5	1
Krajský súd Prešov	2011	Sp	141	NULL	113	192	113
Krajský súd Prešov	2011	T	NULL	NULL	NULL	22	56
Krajský súd Prešov	2011	To	288	NULL	18	275	78
Krajský súd Prešov	2011	Tos	219	NULL	5	215	11
Krajský súd Prešov	2011	Tpo	138	NULL	NULL	136	4
Okresný súd Prešov	2011	C	438	466	728	457	400
Okresný súd Prešov	2011	Cb	1230	1552	2115	1602	1756
Okresný súd Prešov	2011	Cbi	243	167	680	197	337
Okresný súd Prešov	2011	CbR	560	468	NULL	468	1143
Okresný súd Prešov	2011	CbZm	57	50	117	50	74
Okresný súd Prešov	2011	Cpr	106	6	NULL	0	106
Okresný súd Prešov	2011	D	5262	5350	NULL	5280	2694
Okresný súd Prešov	2011	Em	13	6	NULL	6	7
Okresný súd Prešov	2011	Er	27925	31882	NULL	31882	4273
Okresný súd Prešov	2011	Exre	1300	2333	NULL	2333	1312
Okresný súd Prešov	2011	K	890	665	45	630	1260
Okresný súd Prešov	2011	NcKR	70	5	10	15	240
Okresný súd Prešov	2011	Nt	154	155	NULL	155	50
Okresný súd Prešov	2011	Ntt	517	517	NULL	517	0
Okresný súd Prešov	2011	P	1383	1256	1247	1168	653
Okresný súd Prešov	2011	Pcud	59	71	NULL	71	12
Okresný súd Prešov	2011	Pp	463	472	17	472	41
Okresný súd Prešov	2011	PPOm	3	3	NULL	3	0
Okresný súd Prešov	2011	Ps	59	62	85	62	41
Okresný súd Prešov	2011	Pu	50	49	NULL	50	2
Okresný súd Prešov	2011	R	155	180	NULL	195	95
Okresný súd Prešov	2011	Ro	4384	4098	NULL	4852	1016
Okresný súd Prešov	2011	Rob	3424	3702	NULL	3617	1634
Okresný súd Prešov	2011	S	32	46	32	43	39
Okresný súd Prešov	2011	T	874	948	43	983	519
Okresný súd Prešov	2011	Tcud	3	7	NULL	7	1
Okresný súd Prešov	2011	Td	9	7	NULL	7	2
Okresný súd Prešov	2011	Tp	3003	3026	NULL	3026	40
Okresný súd Prešov	2011	Tv	20	30	NULL	32	20
Okresný súd Prešov	2011	U	46	4	NULL	4	144
Okresný súd Prešov	2011	Zm	321	288	NULL	321	167
Okresný súd Bardejov	2011	C	3329	3943	4946	3586	4149
Okresný súd Bardejov	2011	Cb	840	1070	1386	1005	963
Okresný súd Bardejov	2011	Cbcud	16	13	NULL	13	3
Okresný súd Bardejov	2011	Ccud	291	289	NULL	289	83
Okresný súd Bardejov	2011	Cpr	20	3	NULL	3	17
Okresný súd Bardejov	2011	D	3921	4042	NULL	4089	1689
Okresný súd Bardejov	2011	Dcud	11	16	NULL	16	0
Okresný súd Bardejov	2011	E	0	2	NULL	15	2
Okresný súd Bardejov	2011	Ecud	5	3	NULL	3	2
Okresný súd Bardejov	2011	Em	0	0	NULL	0	9
Okresný súd Bardejov	2011	Er	28911	29074	NULL	29074	4053
Okresný súd Bardejov	2011	Ercud	5	0	NULL	0	5
Okresný súd Bardejov	2011	Nt	76	58	NULL	58	33
Okresný súd Bardejov	2011	P	2484	2084	2747	2016	1711
Okresný súd Bardejov	2011	Pcud	26	26	NULL	26	11
Okresný súd Bardejov	2011	Po	32	37	NULL	37	11
Okresný súd Bardejov	2011	PPOm	21	16	NULL	16	5
Okresný súd Bardejov	2011	Ps	132	142	126	147	84
Okresný súd Bardejov	2011	Pu	5	5	NULL	5	0
Okresný súd Bardejov	2011	Ro	5726	5174	NULL	5142	1926
Okresný súd Bardejov	2011	Rob	1070	963	NULL	998	256
Okresný súd Bardejov	2011	S	6	6	NULL	6	0
Okresný súd Bardejov	2011	Scud	0	0	NULL	0	0
Okresný súd Bardejov	2011	T	1236	1364	NULL	1109	567
Okresný súd Bardejov	2011	Tcud	9	9	NULL	9	3
Okresný súd Bardejov	2011	Td	6	6	NULL	6	6
Okresný súd Bardejov	2011	Tp	202	198	NULL	198	4
Okresný súd Bardejov	2011	U	47	58	NULL	58	68
Okresný súd Humenné	2011	C	1068	1194	2591	1134	665
Okresný súd Humenné	2011	Cb	2111	2589	5878	2433	1733
Okresný súd Humenné	2011	Cbcud	22	22	NULL	33	0
Okresný súd Humenné	2011	Cbd	33	33	NULL	33	0
Okresný súd Humenné	2011	Ccud	120	135	NULL	135	23
Okresný súd Humenné	2011	Cd	10	11	1	11	2
Okresný súd Humenné	2011	Cpr	18	5	3	3	16
Okresný súd Humenné	2011	D	4673	4730	NULL	4693	1797
Okresný súd Humenné	2011	Dcud	117	117	NULL	117	0
Okresný súd Humenné	2011	Dd	50	83	NULL	83	0
Okresný súd Humenné	2011	Ecud	4	0	NULL	0	0
Okresný súd Humenné	2011	Ed	39	30	NULL	30	57
Okresný súd Humenné	2011	Em	48	70	NULL	52	65
Okresný súd Humenné	2011	Er	12889	14238	NULL	14238	277
Okresný súd Humenné	2011	Erd	33	33	NULL	33	0
Okresný súd Humenné	2011	Nt	34	45	3	48	20
Okresný súd Humenné	2011	P	3067	2578	3222	2469	1097
Okresný súd Humenné	2011	Pcud	3	22	NULL	22	0
Okresný súd Humenné	2011	Pd	44	47	NULL	47	6
Okresný súd Humenné	2011	Po	17	19	NULL	19	6
Okresný súd Humenné	2011	PPOm	233	233	94	233	0
Okresný súd Humenné	2011	Ps	119	133	131	103	61
Okresný súd Humenné	2011	Ro	5833	5650	NULL	5829	1883
Okresný súd Humenné	2011	Rob	8213	8138	NULL	8713	2225
Okresný súd Humenné	2011	S	17	7	3	7	10
Okresný súd Humenné	2011	T	871	891	209	904	368
Okresný súd Humenné	2011	Tcud	5	6	NULL	6	0
Okresný súd Humenné	2011	Td	0	1	NULL	1	0
Okresný súd Humenné	2011	Tp	496	496	NULL	496	0
Okresný súd Humenné	2011	U	183	117	NULL	117	100
Okresný súd Kežmarok	2011	C	475	505	639	497	355
Okresný súd Kežmarok	2011	Cb	2157	2257	3814	2029	2700
Okresný súd Kežmarok	2011	Ccud	664	600	NULL	600	164
Okresný súd Kežmarok	2011	Cd	91	100	NULL	100	0
Okresný súd Kežmarok	2011	Cpr	0	0	NULL	0	0
Okresný súd Kežmarok	2011	D	9329	9114	NULL	9771	4586
Okresný súd Kežmarok	2011	Dcud	29	57	NULL	57	0
Okresný súd Kežmarok	2011	Dd	2214	2300	NULL	2300	0
Okresný súd Kežmarok	2011	E	0	21	NULL	21	0
Okresný súd Kežmarok	2011	Em	13	21	NULL	13	29
Okresný súd Kežmarok	2011	Er	36560	46407	NULL	39307	5933
Okresný súd Kežmarok	2011	Nt	86	176	NULL	148	81
Okresný súd Kežmarok	2011	P	2211	2144	3067	1985	1252
Okresný súd Kežmarok	2011	Pcud	19	22	NULL	22	0
Okresný súd Kežmarok	2011	Pd	30	44	NULL	44	4
Okresný súd Kežmarok	2011	Po	189	204	NULL	204	19
Okresný súd Kežmarok	2011	PPOm	167	183	NULL	183	0
Okresný súd Kežmarok	2011	Ps	78	78	144	78	89
Okresný súd Kežmarok	2011	Ro	22114	21771	NULL	21014	4014
Okresný súd Kežmarok	2011	Rob	5686	5614	NULL	6057	586
Okresný súd Kežmarok	2011	S	86	71	NULL	86	71
Okresný súd Kežmarok	2011	T	2190	2014	205	1971	1338
Okresný súd Kežmarok	2011	Tcud	5	5	NULL	62	0
Okresný súd Kežmarok	2011	Td	0	0	NULL	5	0
Okresný súd Kežmarok	2011	Tp	719	725	NULL	725	0
Okresný súd Kežmarok	2011	U	329	100	NULL	86	800
Okresný súd Poprad	2011	C	236	261	412	273	221
Okresný súd Poprad	2011	Cb	272	285	368	273	249
Okresný súd Poprad	2011	Cpr	1200	150	100	50	1150
Okresný súd Poprad	2011	D	3178	3193	NULL	3270	1925
Okresný súd Poprad	2011	Er	10719	10302	NULL	10302	1191
Okresný súd Poprad	2011	Nt	875	750	NULL	750	250
Okresný súd Poprad	2011	P	493	460	722	429	257
Okresný súd Poprad	2011	PPOm	150	150	NULL	150	0
Okresný súd Poprad	2011	Ps	250	240	320	240	200
Okresný súd Poprad	2011	Ro	28500	25775	NULL	29375	16813
Okresný súd Poprad	2011	Rob	55000	55700	NULL	55600	17750
Okresný súd Poprad	2011	S	100	100	NULL	150	100
Okresný súd Poprad	2011	T	306	336	28	294	116
Okresný súd Poprad	2011	Tcud	100	100	NULL	100	0
Okresný súd Poprad	2011	Td	100	150	NULL	150	0
Okresný súd Poprad	2011	Tp	442	440	NULL	440	5
Okresný súd Poprad	2011	U	450	350	NULL	350	8300
Okresný súd Stará Ľubovňa	2011	C	2029	2231	2129	1871	1674
Okresný súd Stará Ľubovňa	2011	Cb	1165	1847	1800	1559	1206
Okresný súd Stará Ľubovňa	2011	Cbcud	25	25	NULL	25	6
Okresný súd Stará Ľubovňa	2011	Ccud	133	162	NULL	162	29
Okresný súd Stará Ľubovňa	2011	Cpr	24	3	NULL	3	21
Okresný súd Stará Ľubovňa	2011	D	2108	2088	12	2096	892
Okresný súd Stará Ľubovňa	2011	Dcud	30	40	NULL	40	0
Okresný súd Stará Ľubovňa	2011	Er	10517	10867	NULL	10867	864
Okresný súd Stará Ľubovňa	2011	Nt	118	145	NULL	136	45
Okresný súd Stará Ľubovňa	2011	P	1269	1131	889	1131	474
Okresný súd Stará Ľubovňa	2011	Pcud	133	133	NULL	133	0
Okresný súd Stará Ľubovňa	2011	PPOm	3	3	NULL	3	0
Okresný súd Stará Ľubovňa	2011	Ps	25	18	14	18	16
Okresný súd Stará Ľubovňa	2011	T	306	362	44	310	117
Okresný súd Stará Ľubovňa	2011	Tcud	22	33	NULL	33	0
Okresný súd Stará Ľubovňa	2011	Td	33	22	NULL	22	11
Okresný súd Stará Ľubovňa	2011	Tp	338	338	NULL	332	5
Okresný súd Stará Ľubovňa	2011	Ul	42	125	NULL	125	83
Okresný súd Svidník	2011	C	2445	1993	2864	1933	1607
Okresný súd Svidník	2011	Cb	1123	1108	1931	1200	954
Okresný súd Svidník	2011	Cbcud	29	14	NULL	14	14
Okresný súd Svidník	2011	Cbd	14	14	NULL	14	0
Okresný súd Svidník	2011	Ccud	477	469	NULL	469	46
Okresný súd Svidník	2011	Cd	85	85	NULL	85	0
Okresný súd Svidník	2011	Cpr	44	29	NULL	15	29
Okresný súd Svidník	2011	D	1044	1069	2	1072	315
Okresný súd Svidník	2011	Dcud	0	0	NULL	0	0
Okresný súd Svidník	2011	Dd	0	0	NULL	0	0
Okresný súd Svidník	2011	Ecud	71	71	NULL	71	0
Okresný súd Svidník	2011	Ed	129	129	NULL	129	0
Okresný súd Svidník	2011	Em	26	26	6	26	43
Okresný súd Svidník	2011	Er	15975	13975	NULL	13975	3203
Okresný súd Svidník	2011	Ercud	43	14	NULL	14	29
Okresný súd Svidník	2011	Erd	471	357	NULL	357	114
Okresný súd Svidník	2011	Nt	26	26	NULL	26	23
Okresný súd Svidník	2011	P	1880	1566	1289	1417	609
Okresný súd Svidník	2011	Pcud	14	43	NULL	43	0
Okresný súd Svidník	2011	Pd	200	100	NULL	100	100
Okresný súd Svidník	2011	Po	86	86	NULL	86	0
Okresný súd Svidník	2011	PPOm	5	5	NULL	5	0
Okresný súd Svidník	2011	Ps	74	66	60	57	23
Okresný súd Svidník	2011	Ro	4412	4280	NULL	4416	516
Okresný súd Svidník	2011	Rob	1400	1346	NULL	1408	223
Okresný súd Svidník	2011	S	3	0	NULL	0	3
Okresný súd Svidník	2011	T	318	324	29	321	109
Okresný súd Svidník	2011	Tcud	6	3	NULL	3	6
Okresný súd Svidník	2011	Td	3	3	NULL	3	0
Okresný súd Svidník	2011	Tp	100	104	NULL	104	29
Okresný súd Svidník	2011	U	29	0	NULL	0	86
Okresný súd Vranov n/T	2011	C	2014	1472	2127	1195	1591
Okresný súd Vranov n/T	2011	Cb	557	643	1280	693	383
Okresný súd Vranov n/T	2011	Cbd	14	43	NULL	43	0
Okresný súd Vranov n/T	2011	Ccud	614	386	NULL	386	229
Okresný súd Vranov n/T	2011	Cd	127	127	NULL	127	0
Okresný súd Vranov n/T	2011	Cpr	8	3	5	0	8
Okresný súd Vranov n/T	2011	D	3211	3207	4	3204	1329
Okresný súd Vranov n/T	2011	Er	11075	11875	NULL	11875	259
Okresný súd Vranov n/T	2011	Nt	110	97	NULL	97	83
Okresný súd Vranov n/T	2011	P	1005	857	1125	772	371
Okresný súd Vranov n/T	2011	Pcud	0	0	NULL	0	14
Okresný súd Vranov n/T	2011	Pd	86	86	NULL	86	0
Okresný súd Vranov n/T	2011	Po	529	657	NULL	657	43
Okresný súd Vranov n/T	2011	PPOm	43	43	NULL	43	0
Okresný súd Vranov n/T	2011	Ps	121	150	314	150	57
Okresný súd Vranov n/T	2011	S	12	12	5	7	7
Okresný súd Vranov n/T	2011	T	674	674	38	671	240
Okresný súd Vranov n/T	2011	Tcud	14	17	NULL	17	7
Okresný súd Vranov n/T	2011	Td	3	7	NULL	7	0
Okresný súd Vranov n/T	2011	Tp	593	595	NULL	595	0
Špecializovaný trestný súd	2011	Nt	1	1	NULL	0	1
Špecializovaný trestný súd	2011	Ntt	68	68	NULL	68	NULL
Špecializovaný trestný súd	2011	T	15	16	NULL	15	6
Špecializovaný trestný súd	2011	Tp	7	2	NULL	8	2
