ID,Meno a priezvisko,Súd 2021,Potvrdené odvolania,Vybavenosť,Dispozičný čas,Restančné z nevybavených,Produktivita,,,,,,,
2570,Juraj Vallo,Okresný súd Banská Bystrica,5,0,7,5,6,,,,,,,
2574,Marianna Kertésová,Okresný súd Michalovce,N/A,4,5,9,6,,,,,,,
2576,Zuzana Dojčánová,Okresný súd Galanta,7,3,4,7,10,,,,,,,
2578,Monika Kráľová,Okresný súd Spišská Nová Ves,5,7,8,1,7,,,,,,,
2579,Michal Novotný,Okresný súd Dunajská Streda,5,N/A,N/A,N/A,N/A,,,,,,,
2580,"Radoslav Smatana, PhD.",Okresný súd Partizánske,5,4,6,4,5,,,,,,,
2581,Matúš Tarcala,Okresný súd Svidník,7,3,2,0,0,,,,,,,
2582,Ján Petreás,Okresný súd Zvolen,4,N/A,N/A,N/A,N/A,,,,,,,
2583,Viktor Marko,Okresný súd Zvolen,4,N/A,N/A,N/A,N/A,,,,,,,
2608,Radoslava Strhárska,Okresný súd Banská Bystrica,5,N/A,N/A,N/A,N/A,,,,,,,
2615,Kristína Güner,Okresný súd Pezinok,N/A,3,2,6,6,,,,,,,
2621,Dominika Rejdovianová,Okresný súd Banská Bystrica,N/A,10,5,7,1,,,,,,,
2644,Tomáš Paranič,Okresný súd Košice II,1,5,6,2,4,,,,,,,
2655,"Gabriela Sopková, PhD.",Okresný súd Považská Bystrica,3,3,5,8,7,,,,,,,
2666,Judita Gabonaiová Hrenčuková,Okresný súd Rožňava,4,7,7,8,6,,,,,,,
2667,Ľuboš Murgaš,Okresný súd Veľký Krtíš,7,0,8,6,2,,,,,,,
2668,Stanislava Padúchová,Okresný súd Brezno,7,5,6,8,5,,,,,,,
2669,Jana Smereková,Okresný súd Michalovce,3,N/A,N/A,N/A,N/A,,,,,,,
2670,Juraj Fujerik,Okresný súd Kežmarok,3,6,7,1,5,,,,,,,
2753,Beata Gešvantnerová,Okresný súd Prievidza,8,4,6,6,4,,,,,,,
2814,Jana Brídziková,Mestský súd Bratislava I,8,5,0,2,4,,,,,,,
2843,Janka Borošková,Okresný súd Ružomberok,4,N/A,N/A,N/A,N/A,,,,,,,
2845,Martin Zahorčák,Okresný súd Trebišov,3,4,6,3,8,,,,,,,
2846,Marcela Kačmárová,Okresný súd Trenčín,6,N/A,N/A,N/A,N/A,,,,,,,
2896,Erik Tomus,Okresný súd Malacky,7,8,7,4,5,,,,,,,
2918,Eva Lampartová,Okresný súd Prešov,N/A,0,0,5,0,,,,,,,
2955,Jakub Obert,Mestský súd Bratislava II,N/A,6,4,5,7,,,,,,,
3040,Veronika Pavláková,Okresný súd Martin,6,9,8,0,3,,,,,,,
3055,Lenka Bowker,Mestský Súd Košice,4,6,4,6,10,,,,,,,
3070,Natália Štrkolcová,Okresný súd Košice okolie,7,N/A,N/A,N/A,N/A,,,,,,,
3099,Zuzana Bálintová,Okresný súd Zvolen,2,N/A,N/A,N/A,N/A,,,,,,,
3138,Michal Tagaj,Okresný súd Zvolen,8,4,6,8,6,,,,,,,
3140,Katarína Juračková,Okresný súd Prievidza,5,N/A,N/A,N/A,N/A,,,,,,,
3170,Eva Kerecmanová,Okresný súd Košice okolie,8,8,3,2,10,,,,,,,
3190,Zuzana Slebodniková Levkušová,Okresný súd Michalovce,3,6,7,7,6,,,,,,,
3196,Jana Zuzan,Okresný súd Žiar nad Hronom,6,N/A,N/A,N/A,N/A,,,,,,,
3203,Silvia Majkutová Lesňáková,Okresný súd Liptovský Mikuláš,6,6,6,4,5,,,,,,,
3207,Zuzana Hlistová,Mestský súd Bratislava I,4,0,0,8,7,,,,,,,
3208,Ján Golian PhD.,Mestský súd Bratislava I,5,N/A,N/A,N/A,N/A,,,,,,,
3209,Mária Szabóová,Mestský súd Bratislava II,5,N/A,N/A,N/A,N/A,,,,,,,
3210,Jana Matayová,Mestský súd Bratislava IV,7,4,4,6,4,,,,,,,
3211,Peter Kalata,Mestský súd Bratislava IV,4,4,2,3,3,,,,,,,
3212,Anna Přikrylová,Okresný súd Malacky,5,10,6,0,5,,,,,,,
3213,Renáta Šišková,Okresný súd Nitra,4,8,7,7,10,,,,,,,
3214,Lenka Augustínová,Okresný súd Žilina,6,7,4,5,4,,,,,,,
3215,Ladislav Burda,Okresný súd Trebišov,6,10,6,2,8,,,,,,,
3278,Tatiana Redenkovičová,Mestský súd Bratislava IV,5,N/A,N/A,N/A,N/A,,,,,,,
3304,Ján Kislík,Okresný súd Humenné,4,N/A,N/A,N/A,N/A,,,,,,,
3339,Anna Irikovská,Okresný súd Považská Bystrica,6,N/A,N/A,N/A,N/A,,,,,,,
3343,Peter Kubej,Okresný súd Košice II,10,7,2,5,10,,,,,,,
3345,Martin Bauer,Okresný súd Martin,5,6,6,7,5,,,,,,,
3346,Lenka Kostolanská,Okresný súd Levice,8,N/A,N/A,N/A,N/A,,,,,,,
3347,Radka Laceková,Okresný súd Levice,5,N/A,N/A,N/A,N/A,,,,,,,
3348,Júlia Prikrylová,Okresný súd Nové Mesto nad Váhom,2,3,0,2,2,,,,,,,
3350,Michal Pollák,Okresný súd Trnava,9,N/A,N/A,N/A,2,,,,,,,
3351,Ľubica Mojžišová,Okresný súd Banská Bystrica,N/A,10,0,5,1,,,,,,,
3352,Dušan Szabó,Okresný súd Trnava,8,10,10,,4,,,,,,,
3353,Adriana Mazúchová,Okresný súd Žiar nad Hronom,8,8,6,7,5,,,,,,,
3354,Lucia Leňová,Mestský súd Bratislava IV,N/A,N/A,N/A,N/A,N/A,,,,,,,
3355,Mária Ďuricová,Okresný súd Trenčín,9,10,0,1,1,,,,,,,
3356,Peter Vrbjar,Okresný súd Piešťany,2,5,8,4,2,,,,,,,
3357,Monika Vozárová,Okresný súd Trnava,7,5,4,6,6,,,,,,,
3358,Michaela Králiková,Okresný súd Revúca,7,5,7,9,5,,,,,,,
3363,Margaréta Jurková Žoldáková,Mestský Súd Košice,7,N/A,N/A,N/A,N/A,,,,,,,
3366,Dominika Volkaiová,Okresný súd Košice II,4,4,4,2,4,,,,,,,
3367,Michal Drimák,Okresný súd Prešov,5,6,5,6,8,,,,,,,
3368,Michal Sobolovský,Mestský súd Bratislava V,7,N/A,N/A,N/A,N/A,,,,,,,
3369,Jana Kordošová,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
3371,Ivana Michalíková,Okresný súd Liptovský Mikuláš,8,N/A,N/A,N/A,N/A,,,,,,,
3372,Lenka Saksunová,Okresný súd Košice II,8,5,4,5,6,,,,,,,
3373,Vladimír Šalamún,Okresný súd Žiar nad Hronom,7,N/A,N/A,N/A,N/A,,,,,,,
3374,Denisa Hiščáková,Okresný súd Spišská Nová Ves,9,3,6,8,9,,,,,,,
3375,Ladislav Réves,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
3376,Jozef Šulek,Okresný súd Trnava,7,N/A,N/A,N/A,N/A,,,,,,,
3377,Zuzana Straňáková,Okresný súd Piešťany,N/A,N/A,N/A,N/A,N/A,,,,,,,
3379,Petra Hrebíčková,Okresný súd Košice II,4,10,0,3,10,,,,,,,
3381,Patrícia Lučanská,Mestský Súd Košice,1,N/A,N/A,N/A,N/A,,,,,,,
3382,Jana Wilková,Okresný súd Trnava,0,0,0,9,3,,,,,,,
3383,Simona Mati,Okresný súd Trebišov,N/A,0,3,10,9,,,,,,,
3384,Ladislav Blaško,Okresný súd Skalica,4,6,7,5,3,,,,,,,
3385,Tomáš Brinčík,Okresný súd Bánovce nad Bebravou,8,10,6,0,2,,,,,,,
3387,Zuzana Albert,Okresný súd Malacky,5,10,5,2,10,,,,,,,
3388,Táňa Šefčíková,Okresný súd Galanta,5,1,4,7,5,,,,,,,
3389,Magdaléna Bošková,Mestský súd Bratislava I,6,N/A,N/A,N/A,N/A,,,,,,,
3390,Marianna Hirková,Okresný súd Humenné,10,N/A,N/A,N/A,N/A,,,,,,,
3391,Zuzana Krivdová,Okresný súd Námestovo,7,N/A,N/A,N/A,N/A,,,,,,,
3392,Zuzana Konáriková,Okresný súd Zvolen,6,4,5,7,6,,,,,,,
3394,Miroslava Saxová,Mestský súd Bratislava I,N/A,10,0,2,7,,,,,,,
3395,Miroslava Vaňová,Okresný súd Brezno,8,9,6,4,2,,,,,,,
3397,Gabriela Žabková,Mestský súd Bratislava III,6,4,1,3,6,,,,,,,
3399,Lucia Baňacká PhD.,Okresný súd Košice II,9,0,0,7,4,,,,,,,
3400,Gabriela Dubová,Okresný súd Vranov nad Topľou,5,3,7,1,3,,,,,,,
3402,Dominika Horváthová,Okresný súd Piešťany,5,7,0,2,4,,,,,,,
3403,Pavel Ištók,Okresný súd Piešťany,6,5,5,4,5,,,,,,,
3404,Michaela Buceková PhD.,Mestský súd Bratislava II,5,5,6,3,10,,,,,,,
3405,Péter Nagy,Okresný súd Dunajská Streda,9,4,2,5,6,,,,,,,
3406,Lenka Kudravá,Mestský súd Bratislava II,5,N/A,N/A,N/A,0,,,,,,,
3407,Oxana Kovalová Báreková,Mestský súd Bratislava V,5,4,3,8,10,,,,,,,
3408,Vlasta Ondrejková,Okresný súd Nitra,4,N/A,N/A,N/A,N/A,,,,,,,
3410,Kristína Srnková,Okresný súd Galanta,N/A,1,5,8,5,,,,,,,
3411,Mária Bačová,Okresný súd Trenčín,N/A,0,1,4,2,,,,,,,
3412,Lenka Benčová,Okresný súd Prešov,7,N/A,N/A,N/A,N/A,,,,,,,
3413,Martin Bekeš,Okresný súd Martin,5,7,8,4,5,,,,,,,
3414,Renáta Ďurková,Okresný súd Trebišov,5,10,5,4,8,,,,,,,
3415,Ľudmila Hricková,Okresný súd Piešťany,6,5,0,2,3,,,,,,,
3416,Miroslava Šibíková,Okresný súd Nové Mesto nad Váhom,6,N/A,N/A,N/A,N/A,,,,,,,
3417,Mária Moskvičová PhD.,Mestský súd Bratislava V,4,10,0,6,4,,,,,,,
3418,Eva Širilová,Okresný súd Trenčín,5,10,6,4,5,,,,,,,
3419,Katarína Petráň Vinczeová,Okresný súd Rimavská Sobota,1,0,0,9,1,,,,,,,
3420,Nina Dubovská,Mestský súd Bratislava III,5,N/A,N/A,N/A,N/A,,,,,,,
3423,Katarína Mužilová,Mestský súd Bratislava II,7,5,4,7,8,,,,,,,
3424,Martina Vančová,Mestský súd Bratislava IV,4,6,4,6,5,,,,,,,
3426,Michal Eliaš,Okresný súd Trnava,8,4,7,3,9,,,,,,,
3428,Zuzana Lapšanská,Okresný súd Pezinok,3,0,0,0,2,,,,,,,
3431,Alena Purgat Martinusová,Mestský súd Bratislava V,2,10,6,6,6,,,,,,,
3432,Katarína Zaťková,Okresný súd Malacky,7,0,0,6,5,,,,,,,
3433,Peter Štefčík,Okresný súd Partizánske,6,4,4,8,4,,,,,,,
3434,Zuzana Belanová,Mestský súd Bratislava I,5,N/A,N/A,N/A,N/A,,,,,,,
3435,Antónia Bednarčík,Mestský súd Bratislava I,8,0,0,8,6,,,,,,,
3436,Andrea Fraňová,Okresný súd Nové Mesto nad Váhom,5,4,3,4,8,,,,,,,
3439,Miroslav Majerník,Okresný súd Rožňava,2,5,8,8,5,,,,,,,
3440,Jana Mičeková,Okresný súd Galanta,4,2,4,8,8,,,,,,,
3444,Eva Segečová,Okresný súd Banská Bystrica,N/A,0,8,8,6,,,,,,,
3446,Katarína Skubáková,Okresný súd Trnava,8,6,5,7,7,,,,,,,
3448,Veronika Vnuková,Okresný súd Nitra,8,N/A,N/A,N/A,N/A,,,,,,,
3449,Linda Anovčinová,Okresný súd Trnava,6,6,4,6,7,,,,,,,
3450,Jaroslava Gederová,Okresný súd Lučenec,1,7,5,7,8,,,,,,,
3451,Eva Kresl,Mestský súd Bratislava I,N/A,N/A,N/A,N/A,N/A,,,,,,,
3452,Júlia Malegová,Okresný súd Košice II,3,2,4,7,10,,,,,,,
3454,Martina Mochnáčová,Okresný súd Liptovský Mikuláš,6,N/A,N/A,N/A,N/A,,,,,,,
3455,Katarína Maniačková,Okresný súd Galanta,4,0,4,1,6,,,,,,,
3456,"Ivana Hauerlandová, PhD.",Okresný súd Trnava,2,6,2,5,7,,,,,,,
3457,Miroslava Hudecová,Okresný súd Banská Bystrica,N/A,N/A,N/A,N/A,N/A,,,,,,,
3459,Stanislava Nosková,Okresný súd Rimavská Sobota,N/A,0,1,10,2,,,,,,,
3461,Evelyn Neglia,Okresný súd Trnava,N/A,1,10,,0,,,,,,,
3463,Jana Uhrínová,Okresný súd Michalovce,4,5,6,6,6,,,,,,,
3464,Peter Duman,Okresný súd Dunajská Streda,6,N/A,N/A,N/A,N/A,,,,,,,
3465,Petra Pavlisová,Okresný súd Spišská Nová Ves,6,6,8,0,6,,,,,,,
3466,Jana Jančíková,Okresný súd Humenné,10,6,4,6,7,,,,,,,
3467,Alena Búliková,Okresný súd Nové Mesto nad Váhom,4,1,2,4,5,,,,,,,
3469,Lucia Petríková,Mestský Súd Košice,3,5,4,6,10,,,,,,,
3470,Richard Klimek PhD.,Okresný súd Spišská Nová Ves,5,8,8,2,8,,,,,,,
3475,Lucia Kovačinová,Okresný súd Považská Bystrica,5,4,8,6,7,,,,,,,
3476,Katarína Ďurianová,Okresný súd Zvolen,5,N/A,N/A,N/A,N/A,,,,,,,
3478,Denisa Drúžková,Mestský súd Bratislava I,N/A,N/A,N/A,N/A,N/A,,,,,,,
3479,Lea Gubová,Mestský súd Bratislava I,9,10,0,4,5,,,,,,,
3480,Martin Jenis,Mestský súd Bratislava I,4,4,0,1,4,,,,,,,
3481,Branislav Harabin,Mestský súd Bratislava I,8,N/A,N/A,N/A,4,,,,,,,
3482,Peter Majcher,Okresný súd Martin,6,3,5,8,6,,,,,,,
3484,Silvia Rovňánková,Mestský súd Bratislava I,4,10,0,0,6,,,,,,,
3485,Marek Janigloš,Okresný súd Nitra,4,8,6,5,10,,,,,,,
3486,Matej Okály,Okresný súd Spišská Nová Ves,1,7,6,7,9,,,,,,,
3488,Tatiana Muziková,Okresný súd Levice,N/A,N/A,N/A,N/A,N/A,,,,,,,
3489,Jana Koblišková,Okresný súd Dunajská Streda,4,N/A,N/A,N/A,2,,,,,,,
3492,Lucia Šupenová,Okresný súd Lučenec,2,7,6,6,8,,,,,,,
3493,Zuzana Sinčáková,Okresný súd Košice okolie,4,5,5,5,10,,,,,,,
3496,"Rastislav Varga PhD., LL.M., MBA",Okresný súd Prešov,5,N/A,N/A,N/A,N/A,,,,,,,
3497,Barbara Fedurcová,Okresný súd Bardejov,9,10,4,5,5,,,,,,,
3498,"Silvio Boleček, PhD.",Okresný súd Brezno,7,7,7,7,1,,,,,,,
3500,Silvia Hrnčiariková,Okresný súd Žilina,8,6,6,4,7,,,,,,,
3502,Peter Bodo,Okresný súd Michalovce,6,9,5,6,9,,,,,,,
3503,Dagmar Mišúnová,Okresný súd Považská Bystrica,8,4,7,7,6,,,,,,,
3504,Mário Pivarči,Okresný súd Komárno,2,8,5,6,7,,,,,,,
3506,Ján Kanás,Okresný súd Nitra,5,6,8,1,5,,,,,,,
3507,Lucia Kuzmová,Okresný súd Nitra,3,9,6,6,10,,,,,,,
3509,Petra Vysaníková,Okresný súd Košice II,0,N/A,N/A,N/A,N/A,,,,,,,
3510,Miriama Žáková,Mestský súd Bratislava I,10,5,0,0,3,,,,,,,
3511,Zuzana Pavlíková,Okresný súd Nové Mesto nad Váhom,3,6,3,5,6,,,,,,,
3513,Lukáš Beňák,Okresný súd Košice okolie,0,4,3,6,10,,,,,,,
3514,Pavol Juhás,Mestský súd Bratislava II,6,4,5,2,8,,,,,,,
3515,Desana Janíčková Rusnáková,Okresný súd Dunajská Streda,0,6,4,5,9,,,,,,,
3516,František Krasňan,Okresný súd Poprad,4,0,0,6,4,,,,,,,
3518,Helena Tőre Janíčková,Okresný súd Žilina,6,10,4,5,5,,,,,,,
3520,Marek Olekšák,Okresný súd Nitra,2,N/A,N/A,N/A,0,,,,,,,
3522,Lucia Poništová Ph.D.,Okresný súd Piešťany,N/A,0,0,8,0,,,,,,,
3524,Jana Petrovičová,Okresný súd Piešťany,3,N/A,N/A,N/A,N/A,,,,,,,
3525,Johana Bertová,Okresný súd Prešov,0,5,3,7,7,,,,,,,
3526,Jana Gombárová,Okresný súd Svidník,N/A,4,5,0,0,,,,,,,
3529,Katarína Moravčíková,Okresný súd Nitra,6,9,7,6,10,,,,,,,
3530,Andrea Vorčáková,Okresný súd Martin,6,3,6,4,3,,,,,,,
3532,Simona Štanglovičová,Okresný súd Nitra,N/A,N/A,N/A,N/A,N/A,,,,,,,
3533,Margaréta Milecová,Okresný súd Žilina,0,3,0,3,8,,,,,,,
3535,Jana Tvrdíková,Okresný súd Komárno,N/A,1,5,8,4,,,,,,,
3536,Daša Štefániková,Mestský súd Bratislava V,6,6,5,5,7,,,,,,,
3539,Natália Laurenčíková,Okresný súd Malacky,3,N/A,N/A,N/A,N/A,,,,,,,
3540,Martina Holecová,Okresný súd Banská Bystrica,N/A,0,0,7,2,,,,,,,
3541,Barbora Čavojská,Okresný súd Trenčín,N/A,6,7,6,4,,,,,,,
3542,Andrea Daráková,Okresný súd Bardejov,7,8,0,4,3,,,,,,,
3543,Mária Adamečková,Mestský súd Bratislava II,N/A,N/A,N/A,N/A,N/A,,,,,,,
3544,Danica Hovančáková,Okresný súd Košice okolie,9,1,3,7,10,,,,,,,
3545,"Martin Floriš, PhD.",Okresný súd Trnava,5,4,4,2,6,,,,,,,
3547,Martin Chlebo,Okresný súd Námestovo,5,10,4,2,4,,,,,,,
3549,Jana Križanová,Okresný súd Topoľčany,2,7,7,5,1,,,,,,,
3550,Maroš Maškovič,Mestský súd Bratislava III,2,0,0,4,7,,,,,,,
3551,Ľuboš Ondrejička,Okresný súd Senica,10,5,6,5,6,,,,,,,
3552,Beáta Polyáková,Okresný súd Nitra,4,5,8,2,9,,,,,,,
3554,Ina Šingliarová,Mestský súd Bratislava V,8,N/A,N/A,N/A,N/A,,,,,,,
3556,Zuzana Malovcová,Okresný súd Piešťany,9,N/A,N/A,N/A,N/A,,,,,,,
3560,Lucia Kallová,Okresný súd Stará Ľubovňa,N/A,N/A,N/A,N/A,N/A,,,,,,,
3561,Filip Gilányi,Mestský súd Bratislava II,6,4,6,3,10,,,,,,,
3562,Lucia Baštová,Okresný súd Kežmarok,10,7,7,5,6,,,,,,,
3563,Emília Mišenková,Okresný súd Stará Ľubovňa,6,4,2,6,5,,,,,,,
3564,Ján Pastirčík,Okresný súd Malacky,N/A,5,0,4,6,,,,,,,
3565,Denisa Bučková,Okresný súd Pezinok,N/A,N/A,N/A,N/A,N/A,,,,,,,
3566,Jana Kurnotová,Okresný súd Malacky,9,3,3,2,8,,,,,,,
3567,Marcela Holubová,Okresný súd Vranov nad Topľou,N/A,3,6,1,3,,,,,,,
3568,Daniel Petričko,Okresný súd Michalovce,7,8,7,1,6,,,,,,,
3570,Antónia Svičinová,Okresný súd Rožňava,3,6,7,4,6,,,,,,,
3575,Ivana Stehlíková,Okresný súd Liptovský Mikuláš,6,4,7,8,3,,,,,,,
3576,Alžbeta Beňáková,Okresný súd Košice II,3,10,5,4,10,,,,,,,
3578,Martina Kmeťková,Mestský súd Bratislava II,N/A,N/A,N/A,N/A,N/A,,,,,,,
3579,Alena Vidová,Okresný súd Trenčín,7,N/A,N/A,N/A,N/A,,,,,,,
3580,Mária Černáková,Okresný súd Levice,N/A,10,5,5,8,,,,,,,
3581,Peter Dudič,Okresný súd Rožňava,0,8,7,6,6,,,,,,,
3582,Zuzana Salajová,Okresný súd Kežmarok,9,5,6,7,9,,,,,,,
3583,Gabriela Lukáčová,Okresný súd Humenné,7,6,7,4,5,,,,,,,
3586,Patricie Kepeňová,Okresný súd Trenčín,N/A,7,5,6,2,,,,,,,
3587,Janka Valachová,Okresný súd Košice II,1,4,6,0,5,,,,,,,
3588,Linda Szárazová,Okresný súd Nové Zámky,N/A,4,6,8,5,,,,,,,
3589,Jana Macalová,Okresný súd Košice II,7,3,5,7,6,,,,,,,
3590,Michal Pačuta,Mestský Súd Košice,5,3,8,6,3,,,,,,,
3591,Karol Fiľ,Okresný súd Košice II,4,10,0,3,10,,,,,,,
3592,Eva Dosedla,Okresný súd Košice okolie,1,7,5,3,10,,,,,,,
3594,Zuzana Ondko,Mestský Súd Košice,N/A,N/A,N/A,N/A,N/A,,,,,,,
3595,Pavol Barabas,Mestský Súd Košice,10,7,6,3,3,,,,,,,
3596,Peter Lengyel,Okresný súd Trebišov,N/A,4,7,4,6,,,,,,,
3598,Martina Mésarošová,Mestský súd Bratislava III,N/A,0,0,4,7,,,,,,,
3600,Miroslav Juričko,Okresný súd Spišská Nová Ves,N/A,5,7,7,7,,,,,,,
3602,Lucia Dlugolinská,Okresný súd Malacky,N/A,10,10,,5,,,,,,,
3603,Dana Jelinková Dudzíková,Mestský súd Bratislava I,N/A,0,0,10,5,,,,,,,
3605,Ildikó Kohoutová,Mestský súd Bratislava I,N/A,2,0,3,5,,,,,,,
3607,Barbora Kovaliková,Okresný súd Vranov nad Topľou,N/A,7,0,4,2,,,,,,,
3608,Michal Repkovský,Okresný súd Žilina,N/A,7,6,5,5,,,,,,,
3609,Mária Košťálová,Okresný súd Trnava,N/A,4,2,3,5,,,,,,,
3612,Lýdia Oros Nemešová,Mestský Súd Košice,4,5,5,6,10,,,,,,,
3616,Alexandra Čerňanská Pindejová,Okresný súd Bánovce nad Bebravou,10,7,6,4,5,,,,,,,
3618,"Peter Hunák, PhD.",Okresný súd Brezno,N/A,7,7,5,4,,,,,,,
3619,Mariana Juríková,Okresný súd Žilina,N/A,0,0,4,2,,,,,,,
3620,Branislav Krivošík,Okresný súd Trnava,N/A,2,0,3,4,,,,,,,
3621,Katarína Radičová,Okresný súd Námestovo,N/A,4,6,8,5,,,,,,,
3622,Andrea Sátorová,Okresný súd Galanta,N/A,0,5,7,6,,,,,,,
3623,Renáta Svrčková,Okresný súd Žilina,N/A,10,1,3,4,,,,,,,
3624,Mária Šadláková,Okresný súd Trenčín,N/A,6,1,4,3,,,,,,,
3627,Michaela Perďochová,Okresný súd Žilina,N/A,5,0,5,4,,,,,,,
3629,Boris Šiška,Okresný súd Nitra,10,9,5,5,10,,,,,,,
3630,Simona Vráblová,Okresný súd Piešťany,N/A,6,1,1,3,,,,,,,
3631,Eva Krošlák Cmerová,Okresný súd Trnava,N/A,10,0,9,10,,,,,,,
3634,Martin Špak,Okresný súd Spišská Nová Ves,N/A,0,1,10,3,,,,,,,
3636,Ivana Macková,Okresný súd Nové Mesto nad Váhom,N/A,0,0,6,2,,,,,,,
3637,"Vladislav Birás, PhD.",Mestský súd Bratislava III,N/A,8,0,4,3,,,,,,,
3639,Milan Krajči,Mestský súd Bratislava I,N/A,0,0,0,6,,,,,,,
3640,Katarína Eliášová,Mestský súd Bratislava III,N/A,2,0,3,1,,,,,,,
3641,Andrej Kolárik,Okresný súd Dunajská Streda,N/A,0,0,5,1,,,,,,,
3642,"Jozef Caban, PhD.",Okresný súd Trnava,N/A,0,4,2,3,,,,,,,
3644,Boris Gál,Okresný súd Nitra,N/A,0,4,7,6,,,,,,,
3647,Mária Sukovská,Okresný súd Košice okolie,N/A,0,0,5,6,,,,,,,
3648,Ivana Gajdošová,Okresný súd Košice okolie,N/A,0,0,10,2,,,,,,,
3660,Tatiana Zapletajová,Mestský súd Bratislava III,2,9,4,2,4,,,,,,,
3664,Peter Melichárek,Okresný súd Michalovce,N/A,0,3,10,6,,,,,,,
3665,Tomáš Kuruc,Okresný súd Spišská Nová Ves,N/A,0,4,8,5,,,,,,,
3666,Alena Moravčíková,Okresný súd Levice,N/A,6,3,6,6,,,,,,,
3667,Michaela Bebjaková,Okresný súd Bánovce nad Bebravou,N/A,0,5,10,6,,,,,,,
3669,Lucia Lacová,Okresný súd Humenné,N/A,0,5,7,4,,,,,,,
3671,Tomáš Uhrik,Okresný súd Levice,N/A,0,0,5,0,,,,,,,
3673,Jana Trnečková,Okresný súd Košice okolie,N/A,0,0,10,0,,,,,,,
3674,Zuzana Mikulová LL.M.,Okresný súd Košice II,N/A,0,0,10,1,,,,,,,
3687,Zuzana Keresztényi,Mestský Súd Košice,N/A,10,5,5,8,,,,,,,
3866,Monika Pivarčiová,Okresný súd Komárno,N/A,7,6,7,5,,,,,,,
3869,Daniela Poprocká,Okresný súd Košice II,N/A,4,7,3,5,,,,,,,
